,Code,Website,Address,Phone,Directors
1423,KSL,https://www.kinabank.com.pg,Kina Bank Haus,675 308 3800,"['Mr. Gregory Alan Pawson', 'Mr. Johnson  Kalo ACPA(PNG), BA (Comm), Dip.AFI, FFin', 'Mr. Sachin  Samant', 'Ms. Veronica  Weiang', 'Mr. Ivan  Vidovich', 'Ms. Karen  Mathers', 'Ms. Asi  Nauna', 'Mr. Nathanial  Wingti']"
1424,TLG,https://www.talgagroup.com,46 Colin Street,61 8 9481 6667,"['Mr. Mark Edward Thompson B.A. (Hons.), M.A.', 'Ms. Melissa  Roberts B.Com., M.B.A.', 'Mr. Martin John Phillips B.E., GDipAppFin, MAusIMM, GAICD', 'Dr. Anna  Motta', 'Mr. Dean  Scarparolo', 'Mr. Simon  Coxhell MAusIMM']"
1425,INR,https://www.ioneer.com,213 Miller Street,61 2 9922 5800,"['Mr. James Derrick Calaway BA (Econ), MA (PP&E)', 'Mr. Bernard Anthony Rowe', 'Mr. Ian W. Bucknell BBus, CPA, GAICD', 'Mr. Matt  Weaver', 'Mr. Yoshio  Nagai', 'Mr. Chad  Yeftich', 'Mr. Ken  Coon']"
1426,EBR,https://ebrsystemsinc.com,480 Oakmead Parkway,408 720 1906,"['Mr. Allan Roger Will', 'Mr. John Graham McCutcheon', 'Mr. Gary W. Doherty', 'Mr. Michael  Hendricksen', 'Dr. N. Parker Willis Ph.D.', 'Mr. Andrew  Shute', 'Ms. Madhuri  Bhat', 'Dr. Spencer H. Kubo M.D.', 'Mr. Steve  Sandweg', 'Mr. John H. Sellers']"
1427,WQG,https://contango.com.au/global-growth,281 Brooks Street,949 380 0200,
1428,SFC,https://www.schaffer.com.au,1305 Hay Street,61 8 9483 1222,"['Mr. John Michael Schaffer A.M., BCom(Hons), FCPA', 'Mr. Ralph  Leib B.Com., BAcc, BComm', 'Mr. Anton K. Mayer', 'Mr. Jason Mark Cantwell BBus (Acc), CPA, GIA(Cert), MBA', 'Mr. Jason M. Walsh B.Bus, MBA', 'Mr. Dan  Birks BAgrSc, MBA']"
1429,MAU,https://magres.com.au,44A Kings Park Road,61 8 9226 1777,"['Mr. George  Sakalidis B.Sc., BSc(Hons), MAusimm', 'Mr. Benjamin Patrick Donovan A.C.I.S., B.Com., B.Comm (Hons)']"
1430,SYM,https://www.symbio.global,580 George Street,61 2 8008 8088,"['Mr. Rene  Sugo B.Eng. (Hon)', 'Mr. Andy  Fung B.E. MCom', 'Ms. Kate  Denton', 'Mr. John  Boesen', 'Ms. Helen  Fraser', 'Mr. Jon  Cleaver', 'Mr. Iain  Falshaw', 'Ms. Cathy  Doyle', 'Mr. Dylan  Brown', 'Mr. Nick  Elvin']"
1431,ATA,https://atturra.com/au,10 Bond Street,61 2 9657 0999,"['Mr. Stephen  Kowal', 'Mr. Herbert  To', 'Mr. David  Dekker', 'Helen  Ord', 'Ms. Julia  Merten', 'Mr. Kunal  Shah']"
1432,QOR,https://www.qoria.com,45 St Georges Terrace,1300 398 326,"['Mr. Timothy  Levy B. Com, B.Com., C.A., CA', 'Mr. Ben  Jenkins B.Comm, CA, GAICD.', 'Mr. Crispin  Swan B.A.', 'Mr. Benjamin Shaun Dixon Trigger', 'Karen  Woodhead', 'Nadine  Leary', 'Gavin  Logan', 'Harrison  Parker', 'Peter  Scherp', 'Ms. Kate  Sainty']"
1433,AGE,https://www.alligatorenergy.com.au,128 Bowen Street,61 7 3839 3904,"['Mr. Gregory Campbell Hall B.E., BEng, M AusIMM, MAICD', 'Mr. Michael Charles Meintjes ACA, B.Com., B.Com. (Hon), GradDipAppFin', 'Dr. Andrea  Marsland-Smith Ph.D.', 'Mr. Michael  Barlow']"
1434,ORR,https://www.orecorp.com.au,513 Hay Street,61 8 9381 9997,"['Mr. Matthew Giles Yates B.Sc. (Hons.), MAIG', 'Mr. Hendrik Jacob Diederichs', 'Mr. Greg  Hoskins', ""Ms. Jessica  O'Hara B.Com., L.L.B."", 'Dr. Mark  Alvin', 'Mr. Dion  Loney B.Com., CPA']"
1435,PBH,https://www.pointsbet.com.au,165 Cremorne Street,61 4 8403 6681,"['Mr. Samuel J. Swanell', 'Mr. Andrew J. Mellor', 'Mr. Andrew J. Hensher', 'Mr. Nicholas J. Fahey', 'Mr. Andrew  Fahey', 'Mr. Mark  Hughes', 'Dr. Jerry  Bowskill', 'Mr. Stephen  Forman', 'Ms. Melissa  Fitzpatrick', 'Nic  Sulsky']"
1436,MLX,https://www.metalsx.com.au,"Unit 202, 39 Mends Street",61 8 9220 5700,"['Mr. Daniel Karl Broughton', 'Mr. Brett Robert Smith B.E., BE Hon(Chem), BEng (Chem), Dip Ind Mktg, M.A', 'Ms. Shannon Louise Coates A.C.I.S., ACS, B.A., BJuris, GAICD, GIA (cert), L.']"
1437,CAJ,https://www.capitolhealth.com.au,288 Victoria Parade,61 3 9348 3333,"['Mr. Justin Samuel Walter MPH (JCU)', 'Mr. Craig David Bremner', 'Ms. Melanie Jaye Leydin B.Bus, C.A.']"
1438,ARU,https://www.arultd.com,432 Murray Street,61 8 6370 2800,"['Mr. Peter  Sherrington B.Bus, CA', 'Mr. Frank  Richards', 'Ms. Catherine  Huynh A.C.I.S., ACIS, B.Com, B.Com., BEC, C.A., CA', 'Mr. Lewis  Lowe']"
1439,COG,https://cogfs.com.au,72 Archer Street,,"['Mr. Andrew  Bennett', 'Mr. Richard  Balzer', 'Mr. Cameron Scott McCullagh B.Bus, F.C.A.', 'Mr. Mark  Crain', 'Mark Dal Pozzo', 'Philip  Mcleod', 'Mr. David James Franks BEc, C.A., F Fin, J.P.']"
1440,PEN,https://www.pel.net.au,Units 32/33,61 8 9380 9920,"['Mr. Wayne W. Heili B.Sc.', 'Ms. Rachel Jane Rees B.Bus (Acc), FCA, FCIS, FTIA, Grad Dip CSA, MAICD', 'Mr. Ralph H. Knode III', 'Mr. Jonathan David Whyte B.Com, B.Com., C.A., CA']"
1441,MSB,https://www.mesoblast.com,55 Collins Street,61 3 9639 6036,"['Dr. Silviu  Itescu FACP, FACRA, FRACP, MBBS (Hons)', 'Dr. Eric A. Rose M.D.', 'Mr. Andrew  Chaponnel B.Com.', 'Mr. Peter T. Howard B.Sc., L.L.B., LLB (Hons)', 'Mr. Roger D. Brown BA', 'Mr. Michael  Schuster BSc, M.B.A., MS', 'Ms. Geraldine  Storton B.Sc., M.B.A., MMS', 'Mr. Justin  Horst B.S.', 'Ms. Niva  Sivakumar B.Com., L.L.B.', 'Mr. Paul  Hughes BPHARM']"
1442,GRX,https://www.greenxmetals.com,Level 9,61 8 9322 6322,"['Mr. Benjamin Rade Stoikovich B.Eng, CEng, CEnv, M.Eng, M.Sc, M.Sc.', 'Mr. Simon  Kersey', 'Mr. Dylan  Browne AGIA, B.Com., C.A.', 'Mr. Sapan  Ghai']"
1443,VHT,https://www.volparahealth.com,40 Mercer Street,64 4 499 6029,"['Ms. Teri  Thomas', 'Mr. Craig  Hadfield', 'Prof. Nico  Karssemeijer', 'Mr. Tana  Isaac', 'Mr. Gareth  Beaumont', 'Mr. Fred  Struve B.Sc., J.D.', 'Ms. Jill  Spear', 'Ms. Kathryn  Greene', 'Mr. Julian  Marshall', 'Mr. Mark P. Morris']"
1444,UOS,https://www.uoa.com.my,UOA Corporate Tower,60 3 2245 9188,"['Mr. Chong Soon Kong C.P Eng, M.I.E. Aust', 'Ms. K. I. Ang', 'S. H. Kong', 'Mr. Ee Ping Tong', 'Mr. Pak Lim Kong B.E.Hons, M.I.E.P.E.', 'Mr. Sze Choon  Kong', 'Mr. Stuart Alexander Third', 'S. P. Z. Kong', 'Mr. Soo Beng Khor']"
1445,BOT,https://www.botanixpharma.com,"D2, 661 Newcastle Street",61 8 6555 2945,"['Mr. Vincent P. Ippolito', 'Dr. Howie  McKibbon', 'Mr. Matthew  Callahan L.L.B., M.B.A., MBA LLB', 'Dr. Jack  Hoblitzell Ph.D.', 'Dr. Patricia S. Walker M.D., Ph.D.', 'Ms. Susan Patricia Park A.C.A., A.C.I.S., ACSA, AGIA, B.Com., F Fin, FCIS']"
1446,PGH,https://pactgroup.com,Building 1,61 3 8825 4100,"['Mr. Sanjay  Dayal', 'Mr. Paul  Washer', 'Kathryn  de Bont', 'Simon  Dowding', 'Ms. Siobhan  Mccrory']"
1447,PIA,https://www.pengana.com/our-funds/pengana-international-equities-limited/,400 Crossing Boulevard,908 218 7900,"['Mr. David Barclay Buckland B.Com., F.Fin, FCIS, FCPA, M. App.Fin', 'Ms. Paula Cristina Ferrao', 'Mr. David Michael Deverall B.E. (Hons), MBA', 'Mr. James Fisher McDonald B.Com., L.L.B.']"
1448,DUG,https://www.dug.com,76 Kings Park Road,61 8 9287 4100,"['Dr. Matthew  Lamont Ph.D.', 'Mr. Ajesh  Raithatha', 'Mr. Gunaseelan  Cumaran', 'Josephine  Leong', 'Mr. Mark  Lommers', 'Ms. Jacqueline A. Barry']"
1449,PAI,https://www.platinum.com.au/our-funds/platinum-asia-investments-limited/,"Level Eight, Seven Macquarie Place",612-9255-7500,"['Ms. Joanne  Jefferies B.Com., BCOMM/LLB, L.L.B.', 'Dr. Joseph  Lai C.F.A., M.B.A.']"
1450,3PL,https://www.3plearning.com,655 Parramatta Road,61 1 3008 50331,"['Mr. Matthew Blake Sandblom', 'Mr. Jose  Palmero', 'Mr. Anton  Clowes BCom(Hons), CA', 'Mr. Simon  Martin', 'Ms. Lynda  Pendino', 'Mr. Chris  Mathews', 'Ms. Tania  Black', 'Mr. Vivek  Prahlad', 'Ms. Katherine  Pike', 'Ms. Joyce  Li B.A., L.L.B., L.L.M.']"
1451,DGL,https://www.dglgroup.com,91 William Street,64 9 309 9254,"['Mr. Simon  Henry', 'Rob  Perkins', 'Mr. Alex  Wing', 'Mr. Robert William Sushames', 'Keith  Mau', 'Bill  Say', 'Mr. Andrew John Draffin B.Bus, B.Com., CA', 'Mr. Brendan  Lum', 'Mr. B. J. Wyborn', 'Mr. P.  Segura']"
1452,PYC,https://pyctx.com,Harry Perkins Institute of Medical Research,61 8 6151 0992,"['Dr. Rohan  Hockings G.D.L.P, J.D., MBBS, MBBS (Hons.)', 'Mr. Andrew  Taylor B.Com., C.A.', 'Mr. Kevin Ronald Hart B.Com., B.Comm (Hons), C.A., F.C.A.']"
1453,A1N,https://www.arn.com.au,3 Byfield Street,61 2 8899 9999,"['Mr. Ciaran  Davis', 'Mr. Andrew  Nye C.A.', 'Mr. Jeremy  Child L.L.B., M.Sc.']"
1454,AVR,https://www.anteristech.com,Toowong Tower,61 13 0055 0310,"['Mr. Wayne G. Paterson', 'Mr. Matthew  McDonnell', 'Mr. David St. Denis', 'Mr. Stephen  Denaro', 'Dejan  Toracki', 'Dr. Chris  Meduri M.D., M.P.H.']"
1455,KCN,https://www.kingsgate.com.au,200 George Street,61 2 8256 4800,"['Mr. Ross Donald Smyth-Kirk B Com, CPA, F Fin, O.A.M.', 'Mr. Jamie  Gibson', 'Olivia  Shang', 'Ms. Stephanie  Wen B.Com., L.L.B.']"
1456,ACF,https://www.acrow.com.au,126 Phillip Street,1300 138 362,"['Mr. Steven  Boland', 'Mr. Andrew  Crowther BEC, C.A.', 'Mr. Matthew Robert Caporella B.E., CPENG', 'Mr. Jeffery  Stewart', 'Mr. Robert  Parovel B.A., M.B.A.', 'Mr. Carl  Roetger B.Com.', 'Mr. Max  Crowley', 'Ms. Shelby  Coleman']"
1457,PLY,https://www.playsidestudios.com,75 Crockford Street,61 4 0788 0693,"['Mr. Gerry  Sakkas', 'Mr. Darren R. Briggs ACIS, BCom, CA', 'Mr. Paul  Fouracre', 'Mr. Benn  Skender', 'Michael  McAlister', 'Mr. Tejesh  Munusamy', 'Harley  Homewood', 'Mr. Daniel  Armstrong']"
1458,BDM,https://www.burgundy-diamonds.com,South32 Tower,61 8 6313 3945,"[""Mr. William Michael O'Keeffe"", 'Mr. Kim  Truter', 'Mr. Brad  Baylis', 'Mr. Jeremy David Taylor ARSM, Bsc Eng(Hons), FSAIMM, MAusIMM', 'Mr. Eric  Ingle', 'Ms. Sarah Jayne Smith C.A., BBus; CA']"
1459,MHJ,https://www.michaelhill.com.au,34 Southgate Avenue,61 7 3114 3500,"['Mr. Daniel  Bracken B.Com.', 'Mr. Andrew  Lowe B.Com., C.A., L.L.B.', 'Mr. Matt  Keays', 'Anthea  Noble', 'Ms. Jo  Feeney', 'Ms. Joanne  Matthews', 'Ms. Amy  Sznicer', 'Mr. Keith  Louie']"
1460,ADH,https://www.adairs.com.au,2 International Court,61 1 8009 90475,"['Mr. Mark  Ronan', 'Mr. Ashley John Gardner', 'Mr. Jamie  Adamson', 'Ms. Fay  Hatzis']"
1461,EML,https://emlpayments.com,333 Ann Street,61 7 3557 1100,"['Mr. Kevin  Murphy', 'Mr. Peter A. Lang', 'Mr. Jonathan  Gatt', 'Mr. James Gladstone Georgeson C.A.', 'Mr. Paul  Wenk', 'Jennie  Power', ""Marie  O'Riordan"", 'Ms. Rachelle St Ledger', 'Mr. Lee  Britton', 'Ms. Sonya  Tissera\x96Isaacs C.S.']"
1462,WMI,https://wilsonassetmanagement.com.au/lic/wam-microcap/,139 Macquarie Street,,
1463,ALK,https://www.alkane.com.au,66 Kings Park Road,61 8 9227 5677,"['Mr. Nicholas Paul Earner BEng (hons)', 'Mr. James John Carter', 'Mr. Simon  Parsons', 'Mr. David Ian Chalmers FAICD, FAIG, FAusIMM, FIMMM, FSEG, MGSA, MSc, MSGA', 'Brendan  Ward', 'Ms. Natalie  Chapman', 'Mr. Dennis William Wilkins B.Bus., AICD, ACIS']"
1464,UNI,https://www.universalstore.com,42A William Farrior Place,61 7 3368 6500,"['Ms. Alice  Barbery', 'Ms. Renee Elaine Jones', 'Ms. Clare Therese Craven']"
1465,CAT,https://www.catapultsports.com,75 High Street,61 3 9095 8401,"['Dr. Adir  Shiffman II, MBBS, Medicine', 'Mr. Will  Lopes', 'Mr. Igor  van de Griendt B.E.', 'Mr. Shaun  Holthouse B.E., B.E. (Hon), Mech Eng, GAICD', 'Mr. Robert  Cruickshank', 'Mr. Christopher Steven Cooper', 'Mr. Gareth  Griffith', 'Andrew  Keys', 'Mr. Jonathan  Garland', 'Mr. Karl  Hogan']"
1466,RHI,https://www.redhillminerals.com.au,9 Havelock Street,61 8 9481 8627,"['Mr. Joshua Norman Pitt B.Sc, B.Sc., BSc, MAIG, MAusIMM', 'Mr. Michael  Wall B.Sc., M.A.I.C.D., M.B.A.', 'Ms. Ira  Gibbs C.A.']"
1467,AMH,https://www.amcil.com.au,Level 21,03 9650 9911,"['Mr. Robert Mark Freeman AMP (INSEAD), B.E., Gr.Dip AppFin, M.B.A.', 'Mr. Andrew J. B. Porter F.C.A., M.A., M.A.I.C.D., MA (Hons)', 'Mr. Geoffrey N. Driver B Ec, GradDip Fin., M.A.I.C.D.', 'Mr. Matthew John Rowe ACIS, AGIA, B.A., BA (Hons), FCIS, FGIA, M.S., MSc', 'Mr. Kieran  Kennedy C.F.A.', 'Ms. Olga  Kosciuczyk', 'Mr. Jaye  Guy']"
1468,IGL,https://www.ivegroup.com.au,350-374 Parramatta Road,61 2 8020 4400,"['Mr. Geoff Bruce Selig', 'Mr. Matthew  Aitken', 'Mr. Darren  Dunkley', 'Mr. Paul Stephen Selig', 'Mr. Rob  Draper', 'Matthew  Paule', 'Mr. Glen  Draper', 'Mr. Clifford Douglas John Brigstocke', 'Mr. Sean  Smith', 'Mr. Darryl  Meyer']"
1469,JMS,https://www.jupitermines.com,220 St Georges Terrace,61 8 9346 5500,"['Mr. Brad  Rogers', 'Ms. Melissa  North B.Com., BCom, C.A., CA', 'Mr. Gregory Michael Durack AICD, IMM, M.Aus.IMM, MAus']"
1470,SRV,https://www.servcorp.com,MLC Centre,61 2 9231 7500,"['Mr. Alfred George Moufarrige A.O.', 'Mr. David Allan Hunt B.Com, CPA, GDip. AppFin', 'David  Godchaux M.Sc.', 'Mr. Daniel  Kukucka BE, MBA, DipEngPrac', 'Jon  Park', 'Mr. Gregory L. Pearce FCIS, BCom, CA, AGIA, ACIS', 'Ms. Olga  Vlietstra BA']"
1471,NVX,https://www.novonixgroup.com,71 Eagle Street,61 439 310 818,"['Dr. John Christopher Burns', 'Mr. Nicholas  Liveris', 'Ms. Rashda M. Buttar', 'Mr. Darcy  Macdougald', 'Prof. Jeffrey  Dahn', 'Mr. Danny  Deas', 'Lori  Mcleod', 'Ms. Suzanne Margaret Yeates B.Bus, C.A.']"
1472,LAU,https://www.lindsayaustralia.com.au,152 Postle Street,61 7 3240 4900,"['Mr. Justin Troy Green CPA', 'Mr. Craig R. Baker', 'Mr. Broderick Thomas Jones L.L.B., LLB', 'Mr. Clayton  McDonald BSC, MMgt']"
1473,COE,https://www.cooperenergy.com.au,70 Franklin Street,61 8 8100 4900,"['Ms. Jane Louise Norman B.Sc.', 'Mr. Daniel Patrick  Young', 'Mr. Iain  MacDougall B.Sc., BSc (Hons)', 'Mr. Andrew D. Thomas B.Sc., BSc (Hons)', 'Mr. Eddy  Glavas B.Acc., C.P.A., M.B.A.', 'Mr. Chad  Wilson', 'Mr. Derek  Piper', 'Ms. Nicole  Ortigosa B.A., L.L.B.', 'Bindi  Gove', 'Mr. Nathan  Childs']"
1474,SMP,https://www.smartpay.co.nz,205-209 Wairau Road,64 9 442 2700,"['Mr. Martyn Richard Pomeroy', 'Ms. Cherise Leanne Barrie', 'Mr. Peter  Thomas', 'Mr. Aidan  Murphy', 'Mr. Gustavo  Herrera', 'Ms. Gillian  De Noir', 'Mr. Gerard  Yeteria', 'Mr. Sean  Kaplan', 'Mr. Daniel  Richardson', 'Lucy  Williams']"
1475,OFX,https://www.ofx.com,60 Margaret Street,61 2 8667 8000,"['Mr. John Alexander Malcolm', 'Ms. Selena  Verth CPA', 'Mr. Mark  Shaw', 'Mr. Adam  Thomas', 'Mr. Matthew  Gregorowski', 'Mr. Adrian  Wong', 'Mr. Axel  Freytag', 'Ms. Lucy  allen', 'Ms. Kate  Svoboda', 'Mr. Yung  Ngo']"
1476,LPI,https://www.lithiumpowerinternational.com,151 Macquarie Street,61 2 9089 8723,"['Mr. Cristobal  Garcia-Huidobro R.', 'Mr. Andrew Guy Phillips B.B.A., BBS', 'Mr. Richard A. Crookes BSc (Geology)']"
1477,EHL,https://www.emecogroup.com,133 Hasler Road,61 8 9420 0222,"['Mr. Ian M. Testrow BEng (Civil), M.B.A.', 'Ms. Theresa  Mlikota BBus (Acc)', 'Ms. Thao  Pham B.Comm., LLB (Hons)', 'Sam  Byford', 'Ms. Justine  Lea', 'Mr. Steven Edwin Versteegen']"
1478,CVN,https://carnarvon.com.au,76 Kings Park Road,61 8 9321 2665,"['Mr. Philip Paul Huizenga', 'Mr. Alex  Doering', 'Mr. Gavan  Sproule', 'Mr. Hilton  Funk']"
1479,SYR,https://www.syrahresources.com.au,477 Collins Street,61 3 9670 7264,"['Mr. Shaun  Verner', 'Mr. Stephen  Wells', 'Mr. Julio Cesar Diniz Costa', 'Mr. John  Knowles', 'Ms. Simone  Diem', 'Ms. Melanie Jaye Leydin B.Bus, C.A.']"
1480,VGL,https://www.vistagroup.co.nz,City Works Depot,64 9 984 4570,"['Mr. Murray  Holdaway B.Com., B.Sc.', 'Mr. Stuart  Dickinson', 'Mr. Steven Geoffry Thompson', 'Mr. Matthew  Cawte', 'Jason  Madsen', 'Mr. Chris  South', 'Kelvin  Preston', 'Kate  Ford', 'Mr. Matthew  Liebmann', 'Anna  Ferguson']"
1481,SLC,https://www.superloop.com,12 Shelley Street,61 1300 558 406,"['Mr. Paul  Tyler', 'Mr. Dean  Tognella', 'Mr. Paul  Smith', 'Ms. Tina Tin Gan Ooi', 'Ben  Colman', 'Mr. Nick  Pachos']"
1482,GDG,https://www.gendevelopmentgroup.com.au,447 Collins Street,61 3 8601 2040,"['Mr. Terence  Wong B.Com., C.A., L.L.B.', 'Mr. Felipe  Araujo', 'Mr. Grant  Hackett O.A.M.', 'Ms. Amanda Jane Gawne ACIS, B.Com., FCIS, Grad Dip CSP, L.L.B.', 'Mr. Gordon  Joseph']"
1483,OMH,https://www.omholdingsltd.com,"No. 09-03A, Singapore Post Centre",65 6346 5515,"['Mr. Ngee Tong  Low BEng (Mech)', 'Ms. Julie Anne  Wolseley B.Com., C.A., MAICD', 'Teck Thye  Tan', 'Ms. Jenny  Voon', 'Ms. Siow Kwee  Heng', 'Colin  Ouwehand', 'Men Tien Leong']"
1484,OPT,https://opthea.com,650 Chapel Street,61 3 9826 0399,"['Dr. Megan  Baldwin M.A.I.C.D., MAICD, Ph.D.', 'Ms. Judith J. Robertson B.A., M.B.A.', 'Ms. Karen  Adams CPA', 'Dr. Frederic  Guerard M.S., Pharm.D.', 'Mr. Peter F. Lang M.B.A.', 'Dr. Michael  Gerometta Ph.D.', 'Mr. Bruno  Gagnon BPHARM, M.Sc.', 'Dr. Kenneth  Sall', 'Dr. Fang  Li', 'Dr. Julie  Clark M.D., M.S.']"
1485,RG8,https://www.vgipartners.com/lics/asian-investments,,,"['Mr. Ian J. Cameron B.Com., C.A., L.L.B.', 'Ms. Ingrid L. Groer B.Com., B.E., C.F.A.']"
1486,AFP,https://www.aftpharm.com,129 Hurstmere Road,64 9 488 0232,"['Dr. Hartley  Atkinson Ph.D.', 'Ms. Marree  Atkinson', ""Mr. Malcolm  Tubby B.A., BA(Hon's), ICAEW, ICANZ"", 'Mr. Murray  Keith', 'Ms. Ioana  Stanescu']"
1487,HUM,https://www.shophumm.com/humm-group/,121 Harrington Street,61 2 8905 2000,"['Mr. Andrew J. Abercrombie BEc, L.L.B., M.B.A.', 'Mr. Stuart Ian Grimshaw BCA, M.B.A., PMD', 'Mr. Adrian  Fisk', 'Mr. Vaughan  Dixon', 'David  Grevler', 'Ms. Christina  Seppelt BECON, L.L.B.', 'Ms. Channelle  Jacob', 'Mr. Tim  Lord', 'Mr. Andrew  Murrell', 'Mr. Tim  Moulton']"
1488,MAH,https://www.macmahon.com.au,15 Hudswell Road,61 8 9232 1000,"['Mr. Michael John Finnegan', 'Ms. Ursula  Lummis', 'Chris  Chong', 'Ms. Maha  Chaar', 'Ms. Nicola  Hamilton', 'Mr. Donald  James']"
1489,VUL,https://www.v-er.com,267 St Georges Terrace,61 8 6189 8767,"['Dr. Francis Edward Barnabas Wedin B.Sc., BSc (Hons), M.B.A., Ph.D.', 'Dr. Horst Dieter Kreuter M.Sc., Ph.D.', 'Mr. Robert  Ierace ACA., B.Com., BCom., C.A., CSA', 'Mr. Vincent  Ledoux-Pedailles B.A., M.A.', 'Mr. Cristobal  Moreno', 'Ms. Felicity Jane Gooding B.Comm, CA', 'Mr. Thorsten  Weimann M.B.A.', 'Dr. Stefan  Brand', 'Ms. Annabel  Roedhammer B.A.', 'Mr. Markus  Ritzauer M.B.A.']"
1490,PE1,,Level 12,,
1491,SRG,https://www.srgglobal.com.au,500 Hay Street,61 8 9267 5400,"['Mr. David William Macgeorge', 'Mr. Roger  Lee', 'Mr. Judson  Lorkin']"
1492,MYS,https://www.mystatelimited.com.au,137 Harrington Street,61 3 138 001,"['Mr. Brett Alexander Morgan BEC', 'Mr. Gary  Dickson B.Com., F.C.A., M.B.A.', 'Mr. Paul  Moss B.E., BEng (Hons)', 'Claudio  Mazzarella', 'Ms. Janelle  Whittle B.Com.', 'Ms. Mandakini  Khanna B.Com., Post Dip, Post DipBA', 'Mr. Tim  Newman', 'Mr. Greg  Slade', 'Mr. Scott A. Lukianenko Ad Dip BMgmt, CertGov(Prac), Grad Cert BA, GIA (C']"
1493,TRA,https://www.turnersautogroup.co.nz,70 Shortland Street,64 8 0010 0601,"['Mr. Todd William Hunter', 'Mr. Aaron D. Saunders', 'Mr. Simon  Gould-Thorpe', 'Ms. Maryanne  Burns', 'Mr. Greg  Hedgepeth', 'Mr. Jeremy  Rooke', 'Mr. Guy  Bryden', 'Ms. Barbara M. Badish', 'Mr. Matthew  Gannaway']"
1494,ALI,https://www.argoinfrastructure.com.au,,,"['Mr. Robert S. Becker', 'Mr. Benjamin W. Morton', 'Ms. Grace  Ding', 'Mr. Tyler S. Rosenlicht']"
1495,MEI,https://www.meteoric.com.au,35 Ventnor Street,61 8 9226 2011,"['Dr. Andrew James Tunks B.Sc (Hons)', 'Mr. Nicholas  Holthouse', 'Dr. Paul Anthony Kitto B.Sc., Ph.D.', 'Dr. Marcelo Juliano de Carvalho M.Sc., Ph.D.', 'Mr. Peter  Sheehan', 'Mr. Matthew  Foy A.C.I.S., ACIS, AGIA, BCom, FCIS, GradDipACG, SAFi']"
1496,SKT,https://www.sky.co.nz,10 Panorama Road,64 9 579 9999,"['Ms. Sophie  Moloney', 'Mr. James  Marsh', 'Mr. Antony  Welton', 'Ms. Kirstin  Jones', 'Ms. Chris  Major', 'Mr. Jonathon  Errington', 'Mr. Daniel  Kelly', 'Ms. Lauren  Quaintance']"
1497,PMC,https://www.platinumcapital.com.au,"Level Eight, Seven Macquarie Place",612-9255-7500,"['Ms. Joanne  Jefferies B.Com., BCOMM/LLB, L.L.B.', 'Mr. Andrew McRae Clifford B.Com., BCOM (HONS)', 'Mr. Nikola  Dvornak B.Com.', 'Mr. Clay  Smolinski B.Com.']"
1498,CVW,https://www.clearview.com.au,20 Bond Street,61 2 8095 1300,"['Ms. Nadine  Gooderick B.Com.', 'Mr. Athol  Chiert B.Acc., B.Com., C.A., CA (SA)', 'Mr. Hicham  Mourad', 'Ms. Judilyn  Beaumont L.L.B.', 'Ms. Cloe  Reece B.Com., M.B.A.', 'Ms. Joanne  Faglioni', 'Ms. Vanessa  Beresford', 'Leng  Ohlsson', 'Ms. Tanya  Dawson', 'Ms. Kathryn  Williamson']"
1499,CXL,https://calix.global,Building 1,61 2 8199 7400,"['Dr. Philip Hargraves Hodgson B.E., BE, Ph.D.', 'Dr. Mark Geoffrey Sceats B.Sc, B.Sc., Ph.D.', 'Mr. Darren  Charles B. Com, FCPA', 'Dr. Doug  Kelley', 'Mr. Daniel  Rennie', 'Mr. Vincent  Nguyen', 'Vanessa  Mayne', 'Mr. Andrew  Okely']"
1500,DUR,https://www.duratec.com.au,108 Motivation Drive,61 8 9206 6900,"['Mr. Christopher John Oates', 'Ms. Ashley  Muirhead', 'Mr. Dennis William Wilkins B.Bus., AICD, ACIS']"
1501,CWP,https://www.cedarwoods.com.au,50 Colin Street,61 8 9480 1500,"['Mr. William George Hames B Arch (Hons), FAPI, LFRAIA, MCU (Harvard), MPIA', 'Mr. Nathan John Blackburne AMP, BB, GAID', 'Mr. Leon M. Hanrahan', 'Mr. Patrick J. Archer', 'Mr. Jimmy  Lee', 'Mr. Brendan  Gorringe', 'Mr. Paul Samuel Freedman B.Sc., C.A., GAICD', 'Ben G. Rosser']"
1502,GNG,https://www.gres.com.au,71 Daly Street,61 8 6272 6000,"['Mr. Tony Marco Patrizi B.E., BEng (Mech)', 'Mr. Omesh  Motiwalla B.Com., F.C.A.', 'Mr. David Joseph Sala Tenna BE (Mech Eng)', 'Mr. Peter  Allen BE (Metallurgy)']"
1503,OBL,https://omnibridgeway.com,35 Clarence Street,61 2 8223 3567,"['Mr. Raymond  van Hulst', 'Mr. Guillaume  Leger', 'Mr. Jeremy Thomas Sambrook', 'Mr. Clive Norman Bowman', 'Ms. Melanie  Buffier', 'Ms. Siobhan  Hannon', 'Mr. Steven  Savage', 'Ms. Lindsay  Hamilton', 'Ian  Munro', 'Mr. Tom  Glasgow']"
1504,RDY,https://readytech.com.au,77 King Street,61 2 9018 5525,"['Mr. Marc Raymond Washbourne', 'Mr. Nimesh  Shah', 'Mr. Russell  Doig', 'Glenn  Banks', 'Mr. Sam  Giffney', 'Ms. Jess  Griffin', 'Mr. Tony  Jones', 'Mr. Daniel  Wyner', 'Mr. Michael  Benyon', 'Ms. Amanda  Palmer']"
